,Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City
601,E02603,Leah Ali,HRIS Analyst,Human Resources,Specialty Products,Female,Asian,62.0,8/20/1999,"$51,454 ",0%,United States,Seattle
602,E02604,Emma Soto,Sr. Manager,Accounting,Specialty Products,Female,Latino,29.0,9/13/2020,"$128,066 ",11%,United States,Seattle
603,E02605,Lydia Marquez,Sr. Manager,Human Resources,Corporate,Female,Latino,29.0,9/28/2018,"$130,790 ",10%,Brazil,Rio de Janeiro
604,E02606,Cora Munoz,Vice President,Human Resources,Manufacturing,Female,Latino,45.0,5/17/2004,"$233,342 ",37%,United States,Austin
605,E02607,Hudson Ross,Analyst,Marketing,Manufacturing,Male,Caucasian,57.0,10/4/2009,"$54,155 ",0%,United States,Austin
606,E02608,Aiden Cheng,Vice President,Marketing,Manufacturing,Male,Asian,31.0,9/6/2019,"$189,403 ",36%,China,Shanghai
607,E02609,Willow Vang,Sr. Analyst,Accounting,Manufacturing,Female,Asian,31.0,5/18/2018,"$78,732 ",0%,China,Shanghai
608,E02610,Jonathan Young,Analyst,Accounting,Manufacturing,Male,Caucasian,47.0,4/28/2015,"$55,401 ",0%,United States,Columbus
609,E02611,Isaac Rojas,System Administrator,IT,Manufacturing,Male,Latino,60.0,7/12/2006,"$82,343 ",0%,United States,Austin
610,E02612,Dylan Guzman,Quality Engineer,Engineering,Research & Development,Male,Latino,42.0,3/16/2017,"$66,226 ",0%,Brazil,Sao Paulo
611,E02613,Sarah Shin,Vice President,IT,Manufacturing,Female,Asian,26.0,12/3/2021,"$193,435 ",31%,United States,Chicago
612,E02614,Michael Johnson,Manager,Finance,Corporate,Male,Caucasian,57.0,4/18/2011,"$114,241 ",10%,United States,Miami
613,E02615,Riley Vega,Director,Engineering,Research & Development,Female,Latino,25.0,11/11/2022,"$177,264 ",16%,Brazil,Manaus
614,E02616,Benjamin Ali,Business Partner,Human Resources,Corporate,Male,Asian,53.0,4/12/2016,"$58,010 ",0%,United States,Seattle
615,E02617,Ezekiel Cooper,Director,IT,Specialty Products,Male,Black,43.0,3/15/2003,"$154,284 ",25%,United States,Chicago
616,E02618,Lyla Walker,Analyst,Accounting,Corporate,Female,Caucasian,49.0,2/18/2002,"$54,633 ",0%,United States,Chicago
617,E02619,Aria Cheng,Business Partner,Human Resources,Research & Development,Female,Asian,61.0,8/26/1996,"$42,829 ",0%,United States,Columbus
618,E02620,Christopher Ramirez,Engineering Manager,Engineering,Research & Development,Male,Latino,41.0,3/15/2010,"$118,973 ",10%,United States,Phoenix
619,E02621,Emily Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,56.0,12/29/2018,"$61,251 ",0%,United States,Miami
620,E02622,Nathan Parker,Engineering Manager,Engineering,Specialty Products,Male,Caucasian,49.0,4/24/2002,"$108,636 ",10%,United States,Columbus
621,E02623,Nora Her,Field Engineer,Engineering,Specialty Products,Female,Asian,32.0,4/24/2014,"$68,780 ",0%,China,Beijing
622,E02624,Mia Brown,Analyst II,Accounting,Corporate,Female,Caucasian,30.0,8/10/2016,"$60,261 ",0%,United States,Seattle
623,E02625,Hunter Hu,Manager,Finance,Specialty Products,Male,Asian,64.0,7/13/2003,"$100,951 ",5%,United States,Miami
624,E02626,Luke Acosta,Network Architect,IT,Specialty Products,Male,Latino,57.0,7/20/2022,"$93,872 ",0%,Brazil,Sao Paulo
625,E02627,Sophia Griffin,Vice President,Marketing,Specialty Products,Female,Caucasian,50.0,6/29/2018,"$181,570 ",35%,United States,Miami
626,E02628,Anthony Chu,Manager,Sales,Manufacturing,Male,Asian,61.0,9/30/2003,"$101,517 ",9%,United States,Seattle
627,E02629,Landon Ha,Manager,Finance,Manufacturing,Male,Asian,43.0,1/30/2006,"$100,822 ",10%,China,Chongqing
628,E02630,Layla Kang,Manager,Marketing,Research & Development,Female,Asian,26.0,3/2/2022,"$128,965 ",9%,United States,Columbus
629,E02631,Cora Xu,Network Administrator,IT,Manufacturing,Female,Asian,54.0,11/17/2011,"$60,513 ",0%,United States,Austin
630,E02632,Rylee Campos,Manager,Finance,Research & Development,Female,Latino,49.0,2/9/2005,"$107,461 ",8%,United States,Seattle
631,E02633,Amelia Foster,Analyst II,Sales,Research & Development,Female,Caucasian,32.0,2/24/2018,"$66,294 ",0%,United States,Columbus
632,E02634,Hadley Rios,Sr. Manager,Sales,Research & Development,Female,Latino,62.0,1/11/2009,"$157,500 ",15%,United States,Columbus
633,E02635,Luna Chang,IT Coordinator,IT,Specialty Products,Female,Asian,64.0,10/20/2022,"$43,271 ",0%,China,Chengdu
634,E02636,Mia Navarro,Technical Architect,IT,Research & Development,Female,Latino,52.0,6/19/2011,"$91,518 ",0%,Brazil,Sao Paulo
635,E02637,Nova Rios,Sr. Manager,Human Resources,Specialty Products,Female,Latino,42.0,4/15/2019,"$130,874 ",12%,United States,Austin
636,E02638,Theodore Truong,HRIS Analyst,Human Resources,Corporate,Male,Asian,45.0,5/23/2017,"$66,324 ",0%,China,Beijing
637,E02639,Asher Ly,Analyst II,Sales,Corporate,Male,Asian,65.0,1/29/1998,"$63,853 ",0%,United States,Austin
638,E02640,Madeline Doan,Manager,Human Resources,Corporate,Female,Asian,46.0,1/10/2021,"$104,692 ",8%,China,Chengdu
639,E02641,Scarlett Rodriguez,Solutions Architect,IT,Corporate,Female,Latino,64.0,11/3/2022,"$71,864 ",0%,Brazil,Manaus
640,E02642,Zoey Lu,Vice President,Marketing,Manufacturing,Female,Asian,45.0,10/31/2007,"$216,269 ",37%,United States,Chicago
641,E02643,Mila Cheung,Enterprise Architect,IT,Specialty Products,Female,Asian,32.0,12/17/2021,"$73,135 ",0%,United States,Phoenix
642,E02644,Lucy Mai,Director,Engineering,Corporate,Female,Asian,56.0,6/27/2022,"$197,579 ",18%,United States,Chicago
643,E02645,Benjamin Luu,Systems Analyst,IT,Corporate,Male,Asian,46.0,12/15/2011,"$59,733 ",0%,United States,Austin
644,E02646,Mia Navarro,Vice President,Human Resources,Corporate,Female,Latino,26.0,5/22/2020,"$187,792 ",40%,United States,Chicago
645,E02647,Maya Watson,Manager,Human Resources,Specialty Products,Female,Caucasian,59.0,1/7/2017,"$108,612 ",6%,United States,Phoenix
646,E02648,Jack Adams,System Administrator,IT,Corporate,Male,Black,50.0,7/18/2018,"$80,350 ",0%,United States,Miami
647,E02649,Gabriella Jordan,Test Engineer,Engineering,Research & Development,Female,Caucasian,32.0,9/21/2019,"$61,243 ",0%,United States,Miami
648,E02650,Jonathan Torres,Analyst,Finance,Manufacturing,Male,Latino,56.0,4/12/2002,"$48,896 ",0%,Brazil,Manaus
649,E02651,Samuel Xu,Quality Engineer,Engineering,Research & Development,Male,Asian,32.0,9/20/2019,"$82,887 ",0%,China,Chengdu
650,E02652,Ezekiel Lai,Analyst,Marketing,Manufacturing,Male,Asian,45.0,11/26/2005,"$54,742 ",0%,China,Chengdu
651,E02653,Levi Rahman,Sr. Manager,Marketing,Corporate,Male,Asian,43.0,7/19/2007,"$134,544 ",13%,United States,Austin
652,E02654,Madison Phan,Manager,IT,Specialty Products,Female,Asian,45.0,5/10/2003,"$128,115 ",6%,United States,Austin
653,E02655,Andrew Pham,Analyst,Accounting,Specialty Products,Male,Asian,38.0,6/29/2013,"$54,713 ",0%,United States,Columbus
654,E02656,Clara Ford,Analyst II,Sales,Research & Development,Female,Caucasian,46.0,8/9/2014,"$63,987 ",0%,United States,Seattle
655,E02657,Christopher Chau,IT Systems Architect,IT,Research & Development,Male,Asian,26.0,12/28/2021,"$86,288 ",0%,United States,Columbus
656,E02658,Madeline Guerrero,Quality Engineer,Engineering,Corporate,Female,Latino,27.0,8/16/2020,"$61,693 ",0%,Brazil,Sao Paulo
657,E02659,Harper Yee,System Administrator,IT,Manufacturing,Female,Asian,48.0,11/1/2021,"$75,624 ",0%,China,Chengdu
658,E02660,Mia Thomas,Manager,Human Resources,Corporate,Female,Caucasian,57.0,5/17/2013,"$122,979 ",6%,United States,Phoenix
659,E02661,Owen Nelson,Engineering Manager,Engineering,Specialty Products,Male,Caucasian,58.0,1/6/2003,"$91,729 ",13%,United States,Chicago
660,E02662,Aiden Evans,Manager,Finance,Corporate,Male,Caucasian,48.0,5/16/2010,"$117,736 ",5%,United States,Columbus
661,E02663,Josiah Lai,Sr. Manager,Human Resources,Research & Development,Male,Asian,54.0,3/21/1995,"$154,658 ",12%,China,Chongqing
662,E02664,Jameson Yee,Enterprise Architect,IT,Research & Development,Male,Asian,29.0,8/3/2020,"$84,397 ",0%,United States,Seattle
663,E02665,Serenity Her,Director,Accounting,Specialty Products,Female,Asian,50.0,8/22/1997,"$159,285 ",15%,United States,Austin
664,E02666,Ariana Turner,Analyst II,Accounting,Research & Development,Female,Caucasian,49.0,6/6/2004,"$59,854 ",0%,United States,Miami
665,E02667,Jacob Cooper,Solutions Architect,IT,Research & Development,Male,Caucasian,64.0,5/18/2018,"$87,521 ",0%,United States,Seattle
666,E02668,Christopher Dominguez,Director,Marketing,Research & Development,Male,Latino,36.0,9/17/2015,"$179,166 ",17%,Brazil,Manaus
667,E02669,Nevaeh Lim,Controls Engineer,Engineering,Corporate,Female,Asian,55.0,3/29/1999,"$120,092 ",0%,China,Chongqing
668,E02670,Dominic Cheng,Director,Engineering,Corporate,Male,Asian,53.0,6/19/2015,"$168,142 ",27%,China,Beijing
669,E02671,Serenity Rodriguez,Director,Finance,Corporate,Female,Latino,54.0,4/10/1995,"$195,662 ",15%,United States,Columbus
670,E02672,Caleb Thompson,Systems Analyst,IT,Manufacturing,Male,Caucasian,41.0,12/17/2012,"$49,986 ",0%,United States,Miami
671,E02673,Luke Avila,Vice President,Accounting,Corporate,Male,Latino,27.0,8/21/2020,"$181,587 ",38%,Brazil,Manaus
672,E02674,Sadie Chin,Vice President,Human Resources,Specialty Products,Female,Asian,51.0,7/26/2000,"$199,736 ",35%,United States,Austin
673,E02675,Everett Le,Vice President,Accounting,Corporate,Male,Asian,45.0,1/7/2014,"$250,639 ",34%,China,Shanghai
674,E02676,Carson Santos,Sr. Account Representative,Sales,Corporate,Male,Latino,34.0,2/15/2022,"$80,655 ",0%,Brazil,Sao Paulo
675,E02677,Natalie Ho,Analyst II,Finance,Research & Development,Female,Asian,33.0,11/22/2020,"$64,327 ",0%,China,Chongqing
676,E02678,Natalia Hall,Analyst II,Accounting,Research & Development,Female,Caucasian,37.0,11/8/2018,"$72,005 ",0%,United States,Austin
677,E02679,Zoey Ahmed,Quality Engineer,Engineering,Specialty Products,Female,Asian,56.0,4/25/2012,"$62,497 ",0%,United States,Seattle
678,E02680,Santiago f Turner,Sr. Account Representative,Sales,Research & Development,Male,Caucasian,46.0,2/24/2003,"$74,912 ",0%,United States,Phoenix
679,E02681,Jacob Alexander,Business Partner,Human Resources,Specialty Products,Male,Caucasian,45.0,3/19/2001,"$50,393 ",0%,United States,Miami
680,E02682,Christopher Aguilar,Enterprise Architect,IT,Manufacturing,Male,Latino,32.0,5/14/2021,"$79,670 ",0%,United States,Columbus
681,E02683,Vivian Jackson,Sr. Manager,Accounting,Corporate,Female,Black,51.0,2/23/1999,"$148,942 ",13%,United States,Columbus
682,E02684,Leonardo Jenkins,Service Desk Analyst,IT,Research & Development,Male,Caucasian,29.0,4/9/2018,"$98,504 ",0%,United States,Miami
683,E02685,Oliver Hunter,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,38.0,12/20/2015,"$70,588 ",0%,United States,Miami
684,E02686,Ayla Brooks,Analyst,Accounting,Corporate,Female,Caucasian,58.0,11/21/2001,"$58,336 ",0%,United States,Miami
685,E02687,Willow Chau,Development Engineer,Engineering,Corporate,Female,Asian,45.0,9/9/2011,"$86,001 ",0%,United States,Austin
686,E02688,Kai Shin,Sr. Analyst,Sales,Specialty Products,Male,Asian,49.0,9/13/2015,"$91,121 ",0%,United States,Seattle
687,E02689,Liliana Zhao,Director,Human Resources,Corporate,Female,Asian,50.0,8/30/2011,"$183,308 ",24%,United States,Miami
688,E02690,Aiden Carter,Network Architect,IT,Manufacturing,Male,Caucasian,32.0,3/5/2021,"$71,674 ",0%,United States,Chicago
689,E02691,Christopher Song,Automation Engineer,Engineering,Manufacturing,Male,Asian,29.0,1/3/2017,"$118,639 ",0%,United States,Phoenix
690,E02692,Charles Luu,Enterprise Architect,IT,Corporate,Male,Asian,34.0,11/10/2018,"$71,808 ",0%,China,Chengdu
691,E02693,Kayden Dinh,Sr. Manager,Human Resources,Manufacturing,Male,Asian,50.0,5/26/2019,"$156,374 ",15%,China,Beijing
692,E02694,Valentina Zhang,Systems Analyst,IT,Manufacturing,Female,Asian,27.0,3/10/2021,"$51,133 ",0%,United States,Chicago
693,E02695,Alexander Perez,Quality Engineer,Engineering,Specialty Products,Male,Latino,60.0,6/25/2008,"$86,761 ",0%,Brazil,Rio de Janeiro
694,E02696,Everleigh Kumar,Manager,IT,Manufacturing,Female,Asian,65.0,7/5/1994,"$125,213 ",7%,United States,Seattle
695,E02697,Santiago f Xiong,Manager,Sales,Manufacturing,Male,Asian,43.0,9/26/2008,"$120,305 ",7%,China,Shanghai
696,E02698,Elizabeth Powell,Sr. Manager,Marketing,Research & Development,Female,Caucasian,45.0,9/17/2013,"$138,355 ",14%,United States,Columbus
697,E02699,Lucas Yang,Network Engineer,IT,Corporate,Male,Asian,28.0,7/4/2021,"$70,996 ",0%,United States,Austin
698,E02700,John Richardson,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,34.0,12/29/2014,"$77,024 ",9%,United States,Phoenix
699,E02701,Miles Ross,IT Coordinator,IT,Specialty Products,Male,Black,31.0,4/18/2017,"$50,022 ",0%,United States,Miami
700,E02702,Jonathan Santos,Vice President,Sales,Specialty Products,Male,Latino,29.0,1/6/2017,"$204,534 ",38%,United States,Chicago
701,E02703,Joshua Maldonado,Sr. Account Representative,Sales,Research & Development,Male,Latino,49.0,12/22/2005,"$75,814 ",0%,United States,Chicago
702,E02704,Santiago f Vo,Director,Sales,Manufacturing,Male,Asian,47.0,7/15/2019,"$169,487 ",23%,United States,Columbus
703,E02705,Leilani Martin,Sr. Manager,IT,Corporate,Female,Caucasian,56.0,5/6/2002,"$156,435 ",10%,United States,Chicago
704,E02706,Luca Xiong,Account Representative,Sales,Specialty Products,Male,Asian,52.0,12/20/2006,"$59,845 ",0%,China,Beijing
705,E02707,Valentina Campos,System Administrator,IT,Manufacturing,Female,Latino,37.0,3/6/2020,"$93,656 ",0%,United States,Columbus
706,E02708,Grayson Jenkins,Test Engineer,Engineering,Manufacturing,Male,Caucasian,55.0,3/6/1998,"$99,035 ",0%,United States,Miami
707,E02709,Jeremiah Ross,Sr. Manager,Marketing,Corporate,Male,Caucasian,27.0,6/17/2021,"$137,997 ",12%,United States,Phoenix
708,E02710,Natalie Zheng,Network Engineer,IT,Manufacturing,Female,Asian,28.0,6/21/2019,"$61,573 ",0%,United States,Chicago
709,E02711,Jace Mehta,Analyst,Sales,Manufacturing,Male,Asian,55.0,5/6/2015,"$41,102 ",0%,United States,Seattle
710,E02712,Hannah Doan,Manager,Human Resources,Research & Development,Female,Asian,44.0,9/16/2011,"$129,866 ",6%,China,Beijing
711,E02713,Caroline Robinson,Director,Human Resources,Specialty Products,Female,Caucasian,28.0,1/22/2020,"$161,868 ",21%,United States,Austin
712,E02714,Naomi Ma,Field Engineer,Engineering,Corporate,Female,Asian,55.0,5/16/1995,"$67,131 ",0%,United States,Austin
713,E02715,Adam Davis,Quality Engineer,Engineering,Research & Development,Male,Black,44.0,10/15/2019,"$71,345 ",0%,United States,Miami
714,E02716,Ellie Ho,Vice President,Sales,Corporate,Female,Asian,30.0,10/9/2019,"$246,757 ",40%,United States,Miami
715,E02717,Mila Liang,Manager,Marketing,Research & Development,Female,Asian,63.0,3/28/2005,"$106,880 ",8%,United States,Austin
716,E02718,Nova Doan,IT Systems Architect,IT,Manufacturing,Female,Asian,36.0,8/28/2018,"$98,733 ",0%,China,Beijing
717,E02719,Colton Mejia,Sr. Manager,Accounting,Research & Development,Male,Latino,28.0,4/26/2019,"$141,675 ",12%,Brazil,Rio de Janeiro
718,E02720,Joseph Kim,Analyst II,Accounting,Research & Development,Male,Asian,28.0,6/23/2018,"$53,210 ",0%,United States,Seattle
719,E02721,Audrey Campos,Manager,Finance,Specialty Products,Female,Latino,27.0,9/2/2021,"$107,114 ",10%,Brazil,Rio de Janeiro
720,E02722,Vivian Brooks,Business Partner,Human Resources,Specialty Products,Female,Black,34.0,9/12/2022,"$57,483 ",0%,United States,Seattle
721,E02723,Mateo Vargas,Network Architect,IT,Specialty Products,Male,Latino,53.0,4/20/1994,"$75,226 ",0%,Brazil,Rio de Janeiro
722,E02724,David Foster,Controls Engineer,Engineering,Corporate,Male,Caucasian,50.0,1/15/2012,"$87,727 ",0%,United States,Miami
723,E02725,Isaiah Ramos,Solutions Architect,IT,Manufacturing,Male,Latino,51.0,6/21/2018,"$87,897 ",0%,United States,Phoenix
724,E02726,Samantha Do,IT Systems Architect,IT,Research & Development,Female,Asian,27.0,11/19/2021,"$99,612 ",0%,China,Shanghai
725,E02727,Emery Fernandez,Analyst,Accounting,Research & Development,Female,Latino,33.0,3/27/2019,"$56,938 ",0%,Brazil,Sao Paulo
726,E02728,Santiago f Brooks,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46.0,1/20/2012,"$92,247 ",0%,United States,Miami
727,E02729,Aubrey Lin,Vice President,Human Resources,Corporate,Female,Asian,51.0,10/17/2005,"$193,672 ",36%,United States,Columbus
728,E02730,Jace Hsu,Systems Analyst,IT,Manufacturing,Male,Asian,31.0,10/6/2018,"$46,098 ",0%,China,Shanghai
729,E02731,Nicholas Sanders,Vice President,Sales,Manufacturing,Male,Caucasian,45.0,11/23/2014,"$239,980 ",31%,United States,Austin
730,E02732,Joshua Sun,Manager,Finance,Corporate,Male,Asian,38.0,7/13/2011,"$121,546 ",10%,China,Shanghai
731,E02733,Riley Ayala,Manager,Accounting,Specialty Products,Female,Latino,42.0,2/20/2010,"$128,714 ",7%,Brazil,Sao Paulo
732,E02734,Isaac Santos,Development Engineer,Engineering,Manufacturing,Male,Latino,43.0,9/13/2018,"$91,537 ",0%,United States,Chicago
733,E02735,Logan Brooks,Director,IT,Corporate,Male,Caucasian,28.0,5/7/2020,"$178,300 ",24%,United States,Austin
734,E02736,Leilani Hu,Analyst II,Finance,Research & Development,Female,Asian,57.0,5/21/2018,"$50,260 ",0%,China,Chengdu
735,E02737,Jace Cho,Director,Engineering,Research & Development,Male,Asian,33.0,8/6/2016,"$161,800 ",19%,China,Chongqing
736,E02738,Jaxson Fong,Sr. Manager,Finance,Corporate,Male,Asian,32.0,10/9/2020,"$157,616 ",10%,China,Shanghai
737,E02739,Wyatt Ly,Quality Engineer,Engineering,Corporate,Male,Asian,45.0,12/19/2008,"$82,697 ",0%,China,Beijing
738,E02740,Mia Huang,Sr. Manager,IT,Corporate,Female,Asian,33.0,9/21/2018,"$124,404 ",12%,China,Chongqing
739,E02741,Levi Her,Sr. Manager,IT,Specialty Products,Male,Asian,43.0,3/30/2012,"$158,750 ",12%,China,Chongqing
740,E02742,Everleigh Phillips,Analyst II,Sales,Manufacturing,Female,Caucasian,62.0,11/8/2015,"$69,057 ",0%,United States,Chicago
741,E02743,Natalie Acosta,Sr. Manager,Marketing,Specialty Products,Female,Latino,36.0,1/8/2019,"$157,976 ",10%,Brazil,Rio de Janeiro
742,E02744,Hadley Chavez,Analyst,Sales,Corporate,Female,Latino,36.0,6/28/2020,"$54,355 ",0%,United States,Phoenix
743,E02745,Hailey Liu,Field Engineer,Engineering,Manufacturing,Female,Asian,31.0,7/9/2022,"$72,475 ",0%,United States,Phoenix
744,E02746,Nicholas Jiang,Engineering Manager,Engineering,Manufacturing,Male,Asian,62.0,12/13/2003,"$80,132 ",14%,China,Chongqing
745,E02747,Gabriel Xu,Analyst,Accounting,Research & Development,Male,Asian,30.0,10/13/2018,"$52,292 ",0%,China,Chengdu
746,E02748,Sophia Collins,Cloud Infrastructure Architect,IT,Specialty Products,Female,Caucasian,46.0,1/8/2022,"$69,110 ",0%,United States,Seattle
747,E02749,Evelyn Vasquez,Technical Architect,IT,Manufacturing,Female,Latino,38.0,2/24/2013,"$68,676 ",0%,Brazil,Sao Paulo
748,E02750,Paisley Baker,Test Engineer,Engineering,Manufacturing,Female,Caucasian,58.0,12/23/2002,"$86,094 ",0%,United States,Columbus
749,E02751,Eloise Griffin,Enterprise Architect,IT,Specialty Products,Female,Caucasian,27.0,5/6/2022,"$77,607 ",0%,United States,Miami
750,E02752,Samuel Cruz,Sr. Manager,Human Resources,Specialty Products,Male,Latino,61.0,4/30/1993,"$157,672 ",11%,United States,Miami
751,E02753,Gabriel Cheung,Analyst,Finance,Specialty Products,Male,Asian,64.0,11/29/2016,"$43,785 ",0%,China,Chongqing
752,E02754,Kai Green,System Administrator,IT,Corporate,Male,Caucasian,65.0,6/15/2015,"$75,439 ",0%,United States,Seattle
753,E02755,Julia Moore,Sr. Manager,IT,Manufacturing,Female,Caucasian,37.0,11/18/2021,"$139,987 ",13%,United States,Seattle
754,E02756,Roman Mendoza,Vice President,Accounting,Specialty Products,Male,Latino,54.0,9/4/1994,"$257,489 ",34%,Brazil,Rio de Janeiro
755,E02757,Levi Rahman,System Administrator,IT,Specialty Products,Male,Asian,54.0,1/30/2009,"$91,639 ",0%,United States,Seattle
756,E02758,Sadie Pham,Analyst II,Finance,Specialty Products,Female,Asian,26.0,12/25/2022,"$66,563 ",0%,China,Chengdu
757,E02759,Chloe Contreras,Vice President,Marketing,Corporate,Female,Latino,29.0,2/10/2021,"$235,047 ",36%,United States,Phoenix
758,E02760,Owen Ford,Vice President,Human Resources,Corporate,Male,Caucasian,37.0,2/10/2015,"$214,782 ",32%,United States,Chicago
759,E02761,Audrey Powell,Director,Accounting,Research & Development,Female,Black,37.0,5/1/2011,"$180,544 ",27%,United States,Chicago
760,E02762,Greyson Munoz,Sr. Manager,Marketing,Research & Development,Male,Latino,62.0,6/23/2000,"$158,614 ",14%,Brazil,Rio de Janeiro
761,E02763,Isaiah Vang,Quality Engineer,Engineering,Corporate,Male,Asian,53.0,11/30/1998,"$63,187 ",0%,United States,Chicago
762,E02764,Lincoln Alvarado,Sr. Analyst,Marketing,Manufacturing,Male,Latino,65.0,12/8/2004,"$93,857 ",0%,United States,Phoenix
763,E02765,Carter Sandoval,Vice President,IT,Manufacturing,Male,Latino,36.0,3/11/2021,"$253,741 ",34%,Brazil,Rio de Janeiro
764,E02766,Julia Jimenez,Sr. Analyst,Marketing,Specialty Products,Female,Latino,46.0,11/17/2010,"$92,833 ",0%,Brazil,Rio de Janeiro
765,E02767,Savannah Cortez,Service Desk Analyst,IT,Specialty Products,Female,Latino,55.0,12/15/2018,"$95,400 ",0%,Brazil,Manaus
766,E02768,Everly Brown,Quality Engineer,Engineering,Specialty Products,Female,Black,63.0,10/4/2013,"$88,230 ",0%,United States,Miami
767,E02769,Charlotte Pham,Field Engineer,Engineering,Research & Development,Female,Asian,54.0,2/25/2003,"$62,179 ",0%,China,Shanghai
768,E02770,Iris Bailey,IT Coordinator,IT,Research & Development,Female,Caucasian,26.0,2/18/2020,"$42,343 ",0%,United States,Miami
769,E02771,Logan Daniels,Sr. Analyst,Accounting,Corporate,Male,Caucasian,26.0,5/7/2022,"$70,275 ",0%,United States,Columbus
770,E02772,Autumn Molina,Analyst II,Sales,Corporate,Female,Latino,34.0,4/8/2012,"$51,448 ",0%,Brazil,Manaus
771,E02773,Emma Mehta,Vice President,Engineering,Manufacturing,Female,Asian,48.0,4/9/2009,"$185,363 ",33%,China,Shanghai
772,E02774,Julian Joseph,Enterprise Architect,IT,Manufacturing,Male,Caucasian,52.0,9/20/2018,"$60,784 ",0%,United States,Austin
773,E02775,Eleanor Munoz,Analyst,Accounting,Specialty Products,Female,Latino,45.0,4/7/2004,"$45,323 ",0%,Brazil,Rio de Janeiro
774,E02776,Caroline Sandoval,Manager,Finance,Specialty Products,Female,Latino,51.0,9/10/2012,"$129,727 ",8%,United States,Phoenix
775,E02777,Eliza Zhu,Account Representative,Sales,Specialty Products,Female,Asian,43.0,9/30/2006,"$63,229 ",0%,United States,Miami
776,E02778,Greyson Moore,Director,Accounting,Corporate,Male,Caucasian,54.0,2/12/2004,"$194,221 ",16%,United States,Austin
777,E02779,Lyla Clark,Sr. Analyst,Sales,Research & Development,Female,Caucasian,54.0,12/12/2018,"$78,020 ",0%,United States,Columbus
778,E02780,Samuel Patterson,Vice President,Accounting,Specialty Products,Male,Caucasian,25.0,10/7/2022,"$197,331 ",33%,United States,Seattle
779,E02781,Robert Padilla,Analyst II,Accounting,Manufacturing,Male,Latino,65.0,2/16/1998,"$63,346 ",0%,Brazil,Rio de Janeiro
780,E02782,Landon Munoz,Controls Engineer,Engineering,Manufacturing,Male,Latino,40.0,7/11/2014,"$105,574 ",0%,United States,Miami
781,E02783,Josiah Yi,Operations Engineer,Engineering,Corporate,Male,Asian,31.0,4/12/2015,"$101,941 ",0%,China,Beijing
782,E02784,Owen Scott,Solutions Architect,IT,Research & Development,Male,Black,45.0,7/17/2005,"$74,777 ",0%,United States,Austin
783,E02785,Matthew Parker,Analyst,Sales,Research & Development,Male,Caucasian,40.0,9/15/2021,"$59,447 ",0%,United States,Austin
784,E02786,Daniel Huynh,Manager,Marketing,Manufacturing,Male,Asian,25.0,12/8/2021,"$105,072 ",6%,China,Chengdu
785,E02787,Matthew Vargas,Sr. Manager,IT,,,Latino,53.0,5/24/1999,"$150,893 ",13%,United States,Chicago
786,E02788,Ella Herrera,Director,,Corporate,,Latino,49.0,2/8/2013,"$156,276 ",22%,United States,Austin
787,E02789,Everly Hwang,,Accounting,,Female,Asian,31.0,10/27/2022,"$191,755 ",40%,United States,Miami
788,E02790,,Network Engineer,IT,,Female,Caucasian,33.0,11/4/2020,"$81,070 ",0%,United States,Miami
789,E02791,Ian Hernandez,,Accounting,,Male,Latino,40.0,12/1/2021,"$176,533 ",25%,United States,Austin
790,E02792,Charlotte Lam,Service Desk Analyst,,,Female,Asian,29.0,8/26/2020,"$60,919 ",0%,United States,Columbus
791,E02793,Jonathan Ali,Automation Engineer,,,Male,Asian,51.0,,,0%,China,Chongqing
792,E02794,Violet He,Analyst,Sales,,,Asian,31.0,11/19/2021,,,United States,Chicago
793,E02795,Hannah Truong,Sr. Analyst,Accounting,,Female,Asian,44.0,3/25/2009,,0%,United States,Chicago
794,E02796,Hannah Nelson,Account Representative,,,Female,Caucasian,38.0,,,0%,United States,Seattle
795,E02797,Autumn Kaur,,Accounting,,Female,Asian,,,"$129,172 ",,China,Beijing
796,E02798,,Analyst,Accounting,,Female,Asian,49.0,2/11/2021,"$50,012 ",,United States,Seattle
797,E02799,,,Sales,,Female,Asian,44.0,,"$122,441 ",,United States,Columbus
798,E02800,Jameson Salazar,Controls Engineer,,,,Latino,45.0,,"$85,822 ",0%,,Phoenix
799,E02801,Luke Luna,Analyst,Sales,,Male,Latino,58.0,5/21/2007,,0%,,Miami
800,E02802,Hunter Moua,Sr. Analyst,Accounting,,Male,Asian,29.0,11/29/2019,"$72,620 ",0%,,Chongqing
801,E02803,Athena Aguilar,Analyst II,Marketing,,Female,Latino,25.0,8/24/2021,"$71,222 ",0%,,
802,E02804,Ariana Sanders,Director,Engineering,,Female,Caucasian,62.0,12/26/1994,"$155,332 ",20%,,Austin
803,E02805,Easton Cruz,Manager,Finance,Manufacturing,,Latino,33.0,11/21/2016,"$107,202 ",6%,,Columbus
804,E02806,Josiah Vega,Manager,Accounting,,Male,Latino,56.0,12/26/2015,"$121,751 ",8%,,Columbus
